0,0.0,0.0,0.0,229.4,0.0
1,0.0,0.0,0.0,229.4,0.0
2,0.0,0.0,0.0,229.4,0.0
3,585.4,585.4,0.0,227.8,2.905
4,744.3,744.3,0.0,227.5,3.27
5,743.0,743.0,0.0,227.5,3.264
6,742.1,742.1,0.0,227.6,3.26
7,741.4,741.4,0.0,227.5,3.257
8,741.1,741.1,0.0,227.6,3.255
9,740.9,740.9,0.0,227.6,3.254
10,740.3,740.3,0.0,227.5,3.252
11,736.0,736.0,0.0,226.9,3.242
12,738.2,738.2,0.0,227.3,3.246
13,739.1,739.1,0.0,227.5,3.247
14,738.9,738.9,0.0,227.5,3.246
15,739.0,739.0,0.0,227.6,3.246
16,738.8,738.8,0.0,227.6,3.245
17,738.6,738.6,0.0,227.6,3.244
18,738.1,738.1,0.0,227.5,3.243
19,738.1,738.1,0.0,227.5,3.242
20,738.1,738.1,0.0,227.6,3.242
21,738.0,738.0,0.0,227.6,3.242
22,736.6,736.6,0.0,227.4,3.238
23,736.6,736.6,0.0,227.5,3.239
24,737.3,737.3,0.0,227.7,3.241
25,738.6,738.6,0.0,227.8,3.241
26,738.6,738.2,0.0,227.7,3.24
27,737.9,737.9,0.0,227.7,3.239
28,737.7,737.7,0.0,227.7,3.238
29,737.5,737.5,0.0,227.7,3.238
30,737.9,737.9,0.0,227.8,3.238
31,387.0,387.0,0.0,228.6,2.343
32,0.0,0.0,0.0,229.7,0.0
33,0.0,0.0,0.0,229.7,0.0
34,0.0,0.0,0.0,229.0,0.0
35,0.0,0.0,0.0,229.5,0.0
36,0.0,0.0,0.0,229.4,0.0
