0,203.5,203.6,6547.3,235.4,1.7
1,575.3,575.3,0.0,233.1,2.705
2,573.2,573.2,0.0,233.0,2.697
3,573.0,573.0,0.0,233.0,2.697
4,572.7,572.7,0.0,232.9,2.698
5,573.3,573.3,0.0,233.0,2.698
6,573.2,573.2,0.0,233.0,2.698
7,573.1,573.1,0.0,232.7,2.695
8,572.1,572.1,0.0,232.9,2.697
9,572.8,572.8,0.0,233.0,2.698
10,573.1,573.3,0.0,233.0,2.698
11,573.2,573.2,0.0,232.9,2.698
12,573.0,573.0,0.0,232.9,2.698
13,573.8,573.8,0.0,233.1,2.699
14,573.5,573.5,0.0,233.0,2.699
15,574.2,574.2,0.0,233.1,2.7
16,574.3,574.3,0.0,233.2,2.701
17,574.3,574.3,0.0,233.2,2.7
18,573.7,573.7,0.0,233.1,2.699
19,574.1,574.1,0.0,233.1,2.7
20,574.3,574.3,0.0,233.2,2.701
21,572.6,572.6,0.0,232.9,2.696
22,572.6,572.6,0.0,232.8,2.696
23,572.9,572.9,0.0,232.9,2.697
24,570.4,570.4,0.0,232.4,2.691
25,571.0,571.0,0.0,232.5,2.693
26,573.9,573.9,0.0,233.1,2.699
27,574.7,574.7,0.0,233.3,2.701
28,573.8,573.8,0.0,233.1,2.699
29,573.6,573.6,0.0,233.0,2.699
30,572.3,572.3,0.0,232.7,2.696
31,571.6,571.6,0.0,232.6,2.695
